ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0045664	regulation of neuron differentiation	28/1055	136/13249	2.48410533918892e-06	9.571818798907e-05	7.3089211422995e-05	FGF2/KCTD11/RET/S1PR5/SOX8/MAP1B/BMP6/SOX2/RARA/BMP2/BCL6/DIXDC1/ID2/SOCS2/PAX6/HEY1/CDK5R1/NTF4/PROX1/GDF6/NGF/BRINP1/SH3GL3/MYCL/DLX2/SIX3/DUOXA1/DTX1	28
GO:0090287	regulation of cellular response to growth factor stimulus	42/1055	249/13249	2.52460992505857e-06	9.65006897754388e-05	7.36867200021306e-05	GREM1/PMEPA1/THBS1/GRB10/CHST11/ITGA5/TOB1/FGF2/FSTL1/CCN1/FSTL3/SKIL/SKI/SMURF2/SMURF1/MYOCD/LDLRAD4/TGFBR3/HHEX/TNFAIP6/ITGB3/JCAD/SMAD7/SPRY4/BMP2/SPRY1/CITED2/FGFBP1/NOG/RUNX2/WNT5A/AGT/FGF1/CDKN1C/DAND5/GREM2/CHRDL2/FGF18/RGMA/CHRD/LRP2/PRDM16	42
GO:0048566	embryonic digestive tract development	10/1055	22/13249	2.61529390341634e-06	9.91736053216132e-05	7.57277248892317e-05	HNF1B/CXCL8/RARB/PKDCC/HLX/ID2/SALL1/PCSK5/TCF21/TNF	10
GO:0043542	endothelial cell migration	35/1055	192/13249	2.88593333926883e-06	0.000108574720433279	8.29062988305492e-05	TGFBR1/GREM1/NRP2/THBS1/FGF2/FSTL1/HMOX1/PDGFB/FOXP1/NR2F2/STC1/ITGB3/HSPB1/SPARC/JCAD/HDAC5/ADAMTS9/PIK3CD/FOXC2/FGFBP1/ANGPT1/VSTM4/SNAI2/WNT5A/EFNB2/ATOH8/PROX1/AGT/WNT7A/FGF1/RGCC/TEK/TNF/S100A9/FGF18	35
GO:0007162	negative regulation of cell adhesion	38/1055	217/13249	3.01349493670727e-06	0.000112488115684276	8.58945185084489e-05	TGFBI/SERPINE1/COL1A1/THBS1/EPHB2/SH2B3/RND1/DLC1/SDC4/ERBB3/MYADM/BMP6/MMP2/SMAD7/SPRY4/RUNX1/BMP2/BCL6/HLX/PLXNA4/VTCN1/CORO2B/CX3CL1/GPNMB/AKNA/EPHA4/SEMA3E/IFNL1/ANGPT1/GBP1/SNAI2/PLXNC1/RGCC/IFNB1/TRPV4/LAPTM5/LRRC32/DTX1	38
GO:0021983	pituitary gland development	11/1055	27/13249	3.06677978538685e-06	0.000112715952419834	8.6068491790695e-05	FGF2/INHBB/NR0B1/SOX2/BMP2/PAX6/NOG/WNT5A/SALL1/PCSK1/SIX3	11
GO:0044060	regulation of endocrine process	11/1055	27/13249	3.06677978538685e-06	0.000112715952419834	8.6068491790695e-05	F2RL1/GJA1/INHBB/NKX3-1/F2R/BMP6/CRY1/INHBA/AGT/OR51E2/CRHR1	11
GO:0048864	stem cell development	18/1055	67/13249	3.14780597935881e-06	0.000114810816560125	8.76681038526126e-05	NRP2/FGF2/SEMA4G/NRG1/RET/SOX8/SEMA7A/RDH10/ACVR1/KITLG/SEMA4C/CITED2/PAX6/FOXC2/SEMA3E/SNAI2/WNT7A/SEMA3D	18
GO:1905330	regulation of morphogenesis of an epithelium	16/1055	55/13249	3.55362463310241e-06	0.000128630443158813	9.82205979133409e-05	GREM1/GJA1/NKD1/FGF2/LGR4/SOX8/FOXP1/WNT5B/PIK3CD/TBX2/NOG/SNAI2/WNT5A/AGT/FGF1/TNF	16
GO:0010632	regulation of epithelial cell migration	36/1055	202/13249	3.59857517494345e-06	0.000129278136735938	9.87151686296319e-05	NRP2/THBS1/FGF2/BMPR2/ITGA2/HMOX1/PDGFB/FOXP1/HBEGF/NR2F2/STC1/ITGB3/HSPB1/SPARC/JCAD/HDAC5/ADAMTS9/PIK3CD/VIL1/FOXC2/FGFBP1/GLIPR2/ANGPT1/WNT5A/ATOH8/PROX1/AGT/WNT7A/FGF1/RGCC/TACR1/TEK/TNF/MMP9/PTPRR/FGF18	36
GO:0002694	regulation of leukocyte activation	60/1055	414/13249	3.79900995879707e-06	0.000135460220769645	0.000103435730692778	F2RL1/JUNB/GPAM/XBP1/THBS1/EPHB2/RASGRP1/SLC7A1/CDKN1A/SOX4/CYP26B1/SPHK1/CCL2/VAV3/ZFP36L1/SDC4/TLR4/KITLG/TCF7/RARA/SMAD7/RUNX1/NFATC2/BCL6/HLX/ID2/IGF2/IL7R/VTCN1/CX3CL1/ADORA2B/CEBPA/GPNMB/LMO1/PYCARD/IFNL1/CARD11/INHBA/WNT5A/KLRC2/EFNB2/IL31RA/RASSF5/IL1A/KLRC3/IFNB1/TOX/TACR1/TNF/LAPTM5/SYT11/SNCA/PTAFR/LBP/PRLR/LRRC32/TNFSF14/DTX1/CCL3/TNFSF13B	60
GO:0003205	cardiac chamber development	28/1055	139/13249	3.88839457398023e-06	0.00013762036499613	0.000105085189812206	TGFBR1/NRP2/CCN1/TPM1/BMPR2/PPP1R13L/NRG1/SOX4/COL11A1/MYOCD/FHL2/ACVR1/TGFBR3/SMAD7/BMP2/TBX2/CITED2/FOXC2/NOG/HEY1/WNT5A/PROX1/NPY2R/SALL1/DAND5/TEK/LRP2/KCNJ8	28
GO:0048660	regulation of smooth muscle cell proliferation	25/1055	117/13249	4.22565325697559e-06	0.000148457141631098	0.000113360016940227	JUN/THBS1/GJA1/FGF2/TPM1/BMPR2/ITGA2/HMOX1/CDKN1A/MYOCD/TLR4/PDGFB/FOXP1/HBEGF/ITGB3/MMP2/BMP2/ID2/CX3CL1/CNN1/TACR1/TNF/NOX1/MMP9/PTAFR	25
GO:0050900	leukocyte migration	43/1055	263/13249	4.4227229679898e-06	0.00015424649883982	0.000117780697710739	F2RL1/SERPINE1/GREM1/THBS1/ITGA2/B4GALT1/HMOX1/RET/PREX1/CCL2/VAV3/PDGFB/CXCL8/KITLG/TNFAIP6/ITGB3/MMP2/CXCL2/PIK3CD/CX3CL1/C5AR2/PYCARD/DAPK2/WNT5A/F7/IL1A/CSF1R/FPR2/GCSAM/TACR1/TRPV4/TNF/PTAFR/LBP/ITGAL/S100A9/MYO1G/TNFSF14/CCL3/ROR2/CCL24/ARTN/VEGFD	43
GO:0051962	positive regulation of nervous system development	38/1055	222/13249	5.27039812010361e-06	0.000182477987085906	0.000139337909109681	EPHB2/AMIGO2/FGF2/BMPR2/TGM2/CAPRIN2/SKIL/SMURF1/SOX8/MAP1B/HAPLN3/SEMA7A/NUMBL/BMP2/ID2/PLXNA4/ZNF365/PTPRD/CX3CL1/SYNDIG1/EPHA4/PAX6/SLITRK5/NTRK2/EPHB3/WNT7A/NGF/PLXNC1/CLSTN2/CAMK2B/FLRT2/CBLN2/ISLR2/EGR2/TNF/ST8SIA2/ACAN/LRP2	38
GO:0008217	regulation of blood pressure	26/1055	126/13249	5.38769444275227e-06	0.000183874314624788	0.00014040412735774	F2RL1/TPM1/BMPR2/IER3/PDGFB/F2R/NCALD/NR2F2/NAV2/ADM/CYP4F12/ID2/CORO2B/PTGS1/AGT/SUCNR1/OR51E2/PCSK5/TACR1/TNF/NOX1/ADAMTS16/PTAFR/NPY1R/NTSR1/KCNJ8	26
GO:0048754	branching morphogenesis of an epithelial tube	26/1055	126/13249	5.38769444275227e-06	0.000183874314624788	0.00014040412735774	COL4A1/GREM1/FGF2/VDR/LGR4/SOX8/HNF1B/NKX3-1/RDH10/ACVR1/BMP2/AREG/SPRY1/TBX2/FOXC2/HOXD11/SEMA3E/NOG/WNT5A/AGT/FGF1/SALL1/TCF21/TNF/WNT9B/ADAMTS16	26
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	23/1055	104/13249	5.52032931063975e-06	0.000187064776214445	0.000142840323931895	GREM1/IL11/ITGA5/ERBB3/PDGFB/HBEGF/PTPRJ/ACVR1/BMP6/KITLG/ITGB3/AREG/IGF2/EPHA4/CRLF1/IFNL1/ANGPT1/DOK7/IL31RA/AGT/CSF1R/TNF/HCLS1	23
GO:0071774	response to fibroblast growth factor	20/1055	83/13249	5.65818687843184e-06	0.000187391735551083	0.00014308998599283	COL1A1/THBS1/CCN2/FGF2/CCL2/ZFP36L1/IER2/CXCL8/SPRY4/SPRY1/TBX2/PAX6/FGFBP1/NOG/RUNX2/WNT5A/FGF1/FLRT2/FGF5/FGF18	20
GO:1903707	negative regulation of hemopoiesis	20/1055	83/13249	5.65818687843184e-06	0.000187391735551083	0.00014308998599283	FSTL3/TLR4/TNFAIP6/RARA/SMAD7/RUNX1/BCL6/HLX/ID2/CEBPA/IFNL1/SNAI2/INHBA/TNFRSF11B/IFNB1/MAFB/GPR68/DTX1/CCL3/CLDN18	20
GO:0060562	epithelial tube morphogenesis	45/1055	283/13249	5.67949006269152e-06	0.000187391735551083	0.00014308998599283	COL4A1/GREM1/FGF2/DLC1/SKI/VDR/RET/LGR4/SOX8/EPHA7/HNF1B/NKX3-1/SDC4/FOXP1/RDH10/ACVR1/RARA/BMP2/ADM/AREG/SPRY1/SEMA4C/PIK3CD/TBX2/CITED2/EPHA4/FOXC2/HOXD11/SEMA3E/GRHL3/NOG/WNT5A/EFNB2/PROX1/AGT/FGF1/CSF1R/SALL1/TCF21/TNF/WNT9B/ADAMTS16/LGR5/RGMA/LRP2	45
GO:0010595	positive regulation of endothelial cell migration	22/1055	97/13249	5.68685677164233e-06	0.000187391735551083	0.00014308998599283	NRP2/THBS1/FGF2/HMOX1/PDGFB/FOXP1/ITGB3/HSPB1/SPARC/JCAD/PIK3CD/FOXC2/FGFBP1/ANGPT1/WNT5A/ATOH8/PROX1/AGT/WNT7A/FGF1/TEK/FGF18	22
GO:0040013	negative regulation of locomotion	44/1055	275/13249	6.1131133543177e-06	0.000199921983951688	0.000152657926984766	SERPINE1/GREM1/THBS1/GJA1/FGF2/TPM1/DLC1/SEMA4G/HMOX1/CCL2/ADGRG1/MYOCD/DPYSL3/LDLRAD4/SEMA7A/PTPRJ/BMERB1/NR2F2/TNFAIP6/STC1/CDH11/NAV3/SMAD7/HDAC5/FRMD5/ADAMTS9/ST6GAL1/SEMA4C/EPHA1/CX3CL1/C5AR2/CITED2/EPHA4/KRT16/SRGAP3/SEMA3E/NOG/WNT5A/RGCC/GCSAM/SEMA3D/TNF/PTPRR/CHRD	44
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	37/1055	215/13249	6.15080193405152e-06	0.000199921983951688	0.000152657926984766	TGFBR1/GREM1/PMEPA1/THBS1/CHST11/TOB1/FSTL1/CCN1/BMPR2/FSTL3/SKIL/SKI/SMURF2/SMURF1/MYOCD/LDLRAD4/ACVR1/BMP6/TGFBR3/TNFAIP6/SMAD7/BMP2/SPRY1/CITED2/NOG/INHBA/WNT5A/GDF6/CDKN1C/DAND5/GREM2/IGSF1/CHRDL2/RGMA/CHRD/LRP2/PRDM16	37
GO:0060395	SMAD protein signal transduction	18/1055	70/13249	6.20075646701889e-06	0.000200183881077137	0.000152857908354818	TGFBR1/PMEPA1/JUN/TOB1/BMPR2/SKI/HNF4A/LDLRAD4/ACVR1/FOS/BMP6/SMAD7/BMP2/GDF15/RUNX2/INHBA/ATOH8/GDF6	18
GO:0001649	osteoblast differentiation	35/1055	199/13249	6.63840441773691e-06	0.000212874471865416	0.000162548284788952	GREM1/COL1A1/JUNB/TOB1/FGF2/CCN1/BMPR2/SKI/LGR4/SOX8/FERMT2/MRC2/FHL2/SEMA7A/SNAI1/ACVR1/BMP6/TNFAIP6/SOX2/TENT5A/PTHLH/BMP2/AREG/ACHE/ITGA11/IGF2/ALPL/CEBPA/NOG/FFAR4/RUNX2/SNAI2/TNF/CCL3/CHRD	35
GO:0035296	regulation of tube diameter	22/1055	98/13249	6.79047640531665e-06	0.00021486686267949	0.000164069649500366	F2RL1/NTS/BMPR2/P2RY2/HTR1D/F2R/HRH1/MMP2/PER2/ADM/KLF2/ADORA2B/FOXC2/VSTM4/AGT/DRD1/P2RY1/KCNMB4/TACR1/TNF/HTR7/KCNJ8	22
GO:0097746	blood vessel diameter maintenance	22/1055	98/13249	6.79047640531665e-06	0.00021486686267949	0.000164069649500366	F2RL1/NTS/BMPR2/P2RY2/HTR1D/F2R/HRH1/MMP2/PER2/ADM/KLF2/ADORA2B/FOXC2/VSTM4/AGT/DRD1/P2RY1/KCNMB4/TACR1/TNF/HTR7/KCNJ8	22
GO:0021772	olfactory bulb development	10/1055	24/13249	6.84273329832287e-06	0.000215095919074912	0.000164244554099633	SKI/ID2/PAX6/EFNA2/ARX/WNT5A/EOMES/CSF1R/SALL1/DLX2	10
GO:0043068	positive regulation of programmed cell death	63/1055	451/13249	7.40758279132596e-06	0.000229827471278931	0.000175493383149253	F2RL1/TGFBR1/BMF/JUN/DAPK1/GADD45B/THBS1/MCL1/CCN1/TGM2/TNFRSF12A/B4GALT1/SKIL/DLC1/HMOX1/INHBB/VDR/RET/CDKN1A/SOX4/PHLDA1/CCL2/EPHA7/PEA15/NKX3-1/SPDEF/TLR4/FOXP1/TNFAIP8/FOSL1/RARB/MMP2/BMP2/BCL6/ADM/PIK3CD/PHLDA2/GRIK2/PLEKHN1/PYCARD/MIR198/DAPK2/CDK5R1/GBP1/INHBA/WNT5A/TIMP3/CLIP3/LGALS2/AGT/H19/TNFSF10/RGCC/IFNB1/TNF/LAPTM5/NOX1/ST8SIA2/MMP9/SNCA/S100A9/CCL3/NTSR1	63
GO:0050865	regulation of cell activation	63/1055	451/13249	7.40758279132596e-06	0.000229827471278931	0.000175493383149253	F2RL1/JUNB/GPAM/XBP1/THBS1/EPHB2/SH2B3/RASGRP1/SLC7A1/CDKN1A/SOX4/CYP26B1/SPHK1/CCL2/VAV3/ZFP36L1/SDC4/TLR4/PDGFB/KITLG/TCF7/RARA/SMAD7/RUNX1/NFATC2/BCL6/HLX/ID2/IGF2/IL7R/VTCN1/CX3CL1/ADORA2B/CEBPA/GPNMB/LMO1/PYCARD/IFNL1/CARD11/INHBA/WNT5A/KLRC2/EFNB2/IL31RA/RASSF5/IL1A/KLRC3/IFNB1/TOX/TACR1/TNF/LAPTM5/SYT11/SNCA/PTAFR/LBP/PRLR/LRRC32/TNFSF14/CAPN3/DTX1/CCL3/TNFSF13B	63
GO:0007565	female pregnancy	27/1055	136/13249	7.65639638451945e-06	0.000236014593066025	0.000180217791977891	JUNB/ITGA5/GJA1/BMPR2/ITGA2/CLDN4/VDR/SMURF2/FOS/NR2F2/STC2/STC1/FOSL1/RARA/ITGB3/MMP2/A1CF/PTHLH/ADM/FOSB/CITED2/TPPP3/OVGP1/PCSK5/CRHR1/MMP9/PRLR	27
GO:0048659	smooth muscle cell proliferation	25/1055	121/13249	7.93662560913194e-06	0.000242267782778498	0.000184992649448189	JUN/THBS1/GJA1/FGF2/TPM1/BMPR2/ITGA2/HMOX1/CDKN1A/MYOCD/TLR4/PDGFB/FOXP1/HBEGF/ITGB3/MMP2/BMP2/ID2/CX3CL1/CNN1/TACR1/TNF/NOX1/MMP9/PTAFR	25
GO:0002521	leukocyte differentiation	63/1055	452/13249	7.96066176145338e-06	0.000242267782778498	0.000184992649448189	F2RL1/JUNB/IL11/XBP1/FSTL3/RASGRP1/PREX1/SOX4/CYP26B1/ZFP36L1/TLR4/FOXP1/PTPRJ/FOS/KITLG/TCF7/ADGRG3/HHEX/TNFAIP6/SH3PXD2A/RARA/SMAD7/HDAC5/RUNX1/BMP2/BCL6/ENTPD7/HLX/ID2/PIK3CD/RELB/IL7R/NFIL3/CEBPA/TSPAN2/CITED2/EFNA2/DOCK2/IFNL1/ITGB8/CARD11/RUNX2/INHBA/EOMES/IL31RA/IL1A/CSF1R/TNFRSF11B/IFNB1/TOX/MAFB/GPR68/ITK/CLEC4E/TNF/MMP9/GAB3/DTX1/CCL3/ROR2/TNFSF13B/CLDN18/HCLS1	63
GO:0003229	ventricular cardiac muscle tissue development	14/1055	46/13249	8.0561710553473e-06	0.000243622691787655	0.000186027241024875	TGFBR1/TPM1/PPP1R13L/NRG1/COL11A1/TGFBR3/SMAD7/ADAMTS9/ID2/FOXC2/NOG/PROX1/LRP2/KCNJ8	14
GO:0050919	negative chemotaxis	12/1055	35/13249	9.0898491465919e-06	0.000273152825298215	0.000208576081708623	NRP2/SEMA4G/NRG1/EPHA7/SEMA7A/ITGB3/SEMA4C/PLXNA4/SEMA3E/WNT5A/FLRT2/SEMA3D	12
GO:0002685	regulation of leukocyte migration	30/1055	161/13249	9.26745255801752e-06	0.000276749302013798	0.000211322306355847	F2RL1/SERPINE1/GREM1/THBS1/ITGA2/HMOX1/CCL2/CXCL8/KITLG/TNFAIP6/ITGB3/CX3CL1/C5AR2/PYCARD/DAPK2/WNT5A/F7/IL1A/CSF1R/FPR2/GCSAM/TACR1/TRPV4/TNF/PTAFR/LBP/TNFSF14/CCL3/CCL24/VEGFD	30
GO:0044344	cellular response to fibroblast growth factor stimulus	19/1055	79/13249	9.93478461702674e-06	0.000294834788199713	0.000225132157454166	COL1A1/THBS1/CCN2/FGF2/CCL2/ZFP36L1/CXCL8/SPRY4/SPRY1/TBX2/PAX6/FGFBP1/NOG/RUNX2/WNT5A/FGF1/FLRT2/FGF5/FGF18	19
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	27/1055	138/13249	1.0157307995913e-05	0.000299497793438732	0.000228692769945285	S1PR5/LGR4/ADGRG1/HTR1D/ADGRG3/ADGRF4/GRK5/ITGB3/PTHLH/ADM/GIPR/ADORA2B/GPR37/GPR157/UCN2/PDE4A/FPR1/ADGRL3/DRD1/NPY2R/ADGRF2/P2RY1/FPR2/CRHR1/LGR5/RAPGEF4/NPY1R	27
GO:0007610	behavior	62/1055	446/13249	1.02172750796386e-05	0.000299497793438732	0.000228692769945285	THBS1/EPHB2/ITGA5/EGFR/HTR1D/LHX8/HRH1/FOS/NAV2/FOSL1/DMBX1/LPAR5/FOXA2/SHANK1/ID2/MEIS2/BTG2/SLC1A3/GRIK2/GPR37/EPHA4/PAX6/HOXD10/GPR157/GDF15/NOG/SLITRK5/CEND1/NTF4/FGF12/NTRK2/GRID1/NGF/DRD1/BRINP1/NRXN3/NPY2R/P2RY1/CLSTN2/GAD1/RASD2/CIART/HOXD9/CHL1/CRHR1/TACR1/RXFP4/KCNQ3/EGR2/GCNT4/JPH3/SYT11/SNCA/RNF180/APBA1/GJB4/SLC2A4/NPY1R/CCL3/GNG7/NTSR1/POMK	62
GO:0061036	positive regulation of cartilage development	10/1055	25/13249	1.05933398422622e-05	0.000308627913209323	0.000235664415232868	CCN1/BMPR2/BMP6/SMAD7/BMP2/PKDCC/RUNX2/WNT5A/GDF6/FGF18	10
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	25/1055	123/13249	1.07376769473004e-05	0.000310937093661827	0.000237427676550835	GREM1/PMEPA1/CHST11/TOB1/FSTL3/SKIL/SKI/SMURF2/SMURF1/LDLRAD4/ACVR1/TGFBR3/TNFAIP6/SMAD7/BMP2/SPRY1/NOG/WNT5A/DAND5/GREM2/IGSF1/CHRDL2/CHRD/LRP2/PRDM16	25
GO:0050770	regulation of axonogenesis	26/1055	131/13249	1.12864068942363e-05	0.000324858145425669	0.000248057617599385	ULK1/EPHB2/BMPR2/SKIL/SEMA4G/RET/SMURF1/EPHA7/MAP1B/SEMA7A/PAK3/SEMA4C/PLXNA4/EPHA4/SEMA3E/WNT5A/NTRK2/EPHB3/WNT7A/NGF/PLXNC1/TRIM46/ISLR2/SEMA3D/DRAXIN/RGMA	26
GO:0048732	gland development	53/1055	364/13249	1.2171286643599e-05	0.000348229985527642	0.000265904062443834	ELF3/LBH/TGFBR1/XBP1/NCOR2/FGF2/TGM2/ITGA2/NRG1/INHBB/VDR/HNF1B/NKX3-1/BAAT/EGFR/NR0B1/TGFBR3/CYP1A1/SOX2/RARA/MMP2/BMP2/AREG/JARID2/HLX/ID2/IGF2/TBX2/HOXB13/SOCS2/CEBPA/CITED2/PAX6/NOG/SERPINB5/SNAI2/WNT5A/PROX1/EPHB3/FGF1/CSF1R/CDKN1C/SALL1/LIMS2/HOXD9/IRF6/MAFB/CRHR1/PCSK1/TCF21/TNF/SIX3/PRLR	53
GO:0003007	heart morphogenesis	36/1055	213/13249	1.23839973184517e-05	0.000352206780878346	0.000268940693645072	TGFBR1/NRP2/CCN1/TPM1/COL5A1/BMPR2/PPP1R13L/DLC1/NRG1/SOX4/COL11A1/FHL2/SNAI1/ACVR1/TGFBR3/SMAD7/BMP2/SPRY1/TBX2/CITED2/FOXC2/CCM2L/NOG/HEY1/SNAI2/WNT5A/PROX1/NPY2R/TMEM100/FLRT2/ACTC1/TEK/MESP2/NPY1R/LRP2/KCNJ8	36
GO:0010594	regulation of endothelial cell migration	28/1055	148/13249	1.35786164673339e-05	0.0003827755968497	0.000292282659267489	NRP2/THBS1/FGF2/HMOX1/PDGFB/FOXP1/NR2F2/STC1/ITGB3/HSPB1/SPARC/JCAD/HDAC5/ADAMTS9/PIK3CD/FOXC2/FGFBP1/ANGPT1/WNT5A/ATOH8/PROX1/AGT/WNT7A/FGF1/RGCC/TEK/TNF/FGF18	28
GO:0071248	cellular response to metal ion	29/1055	156/13249	1.36190563969127e-05	0.0003827755968497	0.000292282659267489	JUNB/JUN/MT2A/HMOX1/INHBB/NEK7/EGFR/FOS/BMP6/CYP1A1/MT1X/KCNH1/NFATC2/FOSB/ANK3/CEBPA/WNT5A/MT1F/AQP1/SYT9/KCNQ3/ALOX5AP/MMP9/SYT11/SNCA/SLC13A5/MT1DP/CAPN3/RASGRP2	29
GO:0001892	embryonic placenta development	18/1055	74/13249	1.43173931070982e-05	0.000397723862009972	0.000303696967620577	JUNB/CCN1/ZFP36L1/EGFR/PDGFB/SNAI1/NR2F2/ADM/VASH2/MDFI/PHLDA2/TFEB/IGF2/CEBPA/CITED2/HEY1/EOMES/CDKN1C	18
GO:0048661	positive regulation of smooth muscle cell proliferation	18/1055	74/13249	1.43173931070982e-05	0.000397723862009972	0.000303696967620577	JUN/THBS1/GJA1/FGF2/ITGA2/HMOX1/TLR4/PDGFB/FOXP1/HBEGF/ITGB3/MMP2/ID2/CX3CL1/TNF/NOX1/MMP9/PTAFR	18
GO:0003231	cardiac ventricle development	22/1055	103/13249	1.58009689473401e-05	0.000436399015204573	0.0003332288309795	TGFBR1/CCN1/TPM1/BMPR2/PPP1R13L/NRG1/SOX4/COL11A1/MYOCD/ACVR1/TGFBR3/SMAD7/CITED2/FOXC2/NOG/HEY1/WNT5A/PROX1/NPY2R/SALL1/DAND5/LRP2	22
GO:0009617	response to bacterium	59/1055	424/13249	1.62126461797288e-05	0.000445195537050255	0.000339945745063159	F2RL1/SERPINE1/XBP1/EPHB2/IRAK2/CCL2/TLR4/FOXP1/F2R/CXCL8/FOS/BMP6/CYP1A1/VGF/RARA/CXCL2/TENT5A/HDAC5/BMP2/ADM/ADAMTS9/ARID5A/TFEB/DIO2/IL7R/CX3CL1/ALPL/VIL1/HMCN1/IL22RA1/PYCARD/SSC5D/GBP1/C15orf48/WNT5A/AQP1/MMP3/IL1A/FPR2/GSDMB/LCN2/PCSK1/CLEC4E/NLRP1/TNF/MMP9/SYT11/SNCA/PTAFR/LBP/LGALS4/PRLR/S100A9/PPM1E/PLAC8/VEGFD/TMEM255A/KCNJ8/LYG2	59
GO:0014823	response to activity	15/1055	55/13249	1.69692608668488e-05	0.000463309305267449	0.000353777191966905	ITGA2/KDM6B/COL4A2/FOS/BMP6/METRNL/ITGB3/MMP2/HDAC5/CRY1/AGT/PERM1/FNDC5/TNF/CAPN3	15
GO:0001837	epithelial to mesenchymal transition	28/1055	150/13249	1.76131105498902e-05	0.000478155921632815	0.000365113882571288	TGFBR1/PHLDB1/GREM1/COL1A1/LDLRAD4/FERMT2/SNAI1/ACVR1/TGFBR3/SERPINB3/SMAD7/BMP2/FOXA2/SPRY1/AKNA/EPHA4/NOG/GLIPR2/HEY1/SNAI2/WNT5A/EOMES/SP6/AGT/TMEM100/RGCC/MARK1/DACT3	28
GO:0070661	leukocyte proliferation	37/1055	225/13249	1.77471908584464e-05	0.000479073886563034	0.000365814829113145	F2RL1/GREM1/JUNB/GPAM/EPHB2/CTPS1/RASGRP1/SLC7A1/CDKN1A/VAV3/SDC4/ELF4/TLR4/KITLG/HHEX/NFATC2/BCL6/ST6GAL1/IGF2/IL7R/VTCN1/CX3CL1/GPNMB/LMO1/DOCK2/PYCARD/CARD11/SH2D2A/RASSF5/IL1A/CSF1R/IFNB1/TACR1/PRLR/LRRC32/TNFSF14/TNFSF13B	37
GO:0014032	neural crest cell development	16/1055	62/13249	1.91940896925113e-05	0.000515221126689993	0.000393416409664364	NRP2/SEMA4G/NRG1/RET/SOX8/SEMA7A/RDH10/ACVR1/KITLG/SEMA4C/CITED2/PAX6/FOXC2/SEMA3E/SNAI2/SEMA3D	16
GO:0010001	glial cell differentiation	33/1055	192/13249	1.97853032723247e-05	0.000528123905224399	0.0004032688100081	FGF2/SKI/SOX4/SOX8/ERBB3/TLR4/HAPLN3/SOX2/BMP2/SLC45A3/ID2/ZNF365/TSPAN2/EPHA4/PAX6/NCMAP/SH3TC2/GPR157/NOG/EOMES/DUSP15/DNER/NTRK2/ANO1/DRD1/DLX2/EGR2/FGF5/TNF/ACAN/S100A9/DTX1/ROR2	33
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	8/1055	17/13249	1.99487255318069e-05	0.000529527836616517	0.000404340834463407	F2RL1/F2R/AGT/SUCNR1/OR51E2/PCSK5/TACR1/NOX1	8
GO:0031589	cell-substrate adhesion	44/1055	288/13249	2.01485318850459e-05	0.000531876714622923	0.000406134408337127	SERPINE1/GREM1/COL1A1/THBS1/ITGA5/CEACAM6/CCN2/CCN1/ITGA2/EDIL3/DLC1/ZYX/AGR2/PREX1/SDC4/FERMT2/MYADM/PDGFB/PTPRJ/CDH11/ITGB3/SPRY4/MICALL2/BCL6/ADAMTS9/ST6GAL1/EPHA1/ITGA11/CORO2B/CX3CL1/NID1/SEMA3E/ITGB8/ANGPT1/GBP1/COL26A1/EPHB3/ABI3BP/LIMS2/FAT2/MSLN/TEK/ITGAL/MYO1G	44
GO:0030510	regulation of BMP signaling pathway	19/1055	83/13249	2.11676189487287e-05	0.000553394718023308	0.000422565286657881	GREM1/TOB1/FSTL1/CCN1/FSTL3/SKIL/SKI/SMURF2/SMURF1/TNFAIP6/SMAD7/NOG/WNT5A/DAND5/GREM2/CHRDL2/RGMA/CHRD/LRP2	19
GO:0001938	positive regulation of endothelial cell proliferation	18/1055	76/13249	2.11953188359701e-05	0.000553394718023308	0.000422565286657881	TGFBR1/NRP2/FGF2/HMOX1/PDGFB/BMP6/F3/ITGB3/JCAD/VASH2/PIK3CD/IGF2/FGFBP1/WNT5A/PROX1/TEK/CCL24/VEGFD	18
GO:0050886	endocrine process	16/1055	63/13249	2.38502924593981e-05	0.000619329877016327	0.000472912549566784	F2RL1/GJA1/INHBB/NKX3-1/F2R/BMP6/CRY1/INHBA/AQP1/AGT/SUCNR1/OR51E2/PCSK5/CRHR1/TACR1/NOX1	16
GO:1902106	negative regulation of leukocyte differentiation	18/1055	77/13249	2.56327527454177e-05	0.000662017797933003	0.000505508512179901	FSTL3/TLR4/TNFAIP6/RARA/SMAD7/RUNX1/BCL6/HLX/ID2/IFNL1/INHBA/TNFRSF11B/IFNB1/MAFB/GPR68/DTX1/CCL3/CLDN18	18
